csv_file,system_prompt,user_prompt,true_label,predicted_label,success,done
data/split/reflection_test_examples/none/0_8d574103-b499-4612-89de-0088645f664a.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Therapist: Thanks for filling it out. We give this form to everyone once a year regardless of why they come in. It helps us provide better care. Is it okay if I take a look at what you put down?
Client: Sure.
Therapist: So, let's see. It looks that you put-- You drink alcohol at least four times a week on average-
Client: Mm-hmm.
Therapist: -and you usually have three to four drinks when you do drink.
",none,simple,False,True
data/split/reflection_test_examples/complex/84_59f48eaf-7e85-4bea-ab77-0e2463e24e5f.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: Just caught the bus.
Therapist: Yeah, caught the bus to-to that-- to the stop outside the office?
Client: Yeah.
Therapist: Yeah, okay. So I'm noticing that this isn't the first time that you've been to see someone at probation and it's not your first, um, community sentence. So I was wondering when you're sitting on the bus thinking about coming here, what was- what was going through your head about being here?
Client: Just a waste of my time.
Therapist: Just was feeling like, ""Ugh, it's gonna be a waste of my time coming here.""
",complex,simple,False,True
data/split/reflection_test_examples/complex/121_5c52dc5d-4453-4c46-b6e8-e1225d419206.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: Yeah, but I don't have to give up anything really, do I?
Therapist: It's not about giving up your personality or-
Client: No.
Therapist: -changing who you are fundamentally.
Client: No it's not. It's not.
Therapist: It's just tweaking things. Just fine-tuning a few areas and being a bit more aw-aware of one aspect of your life a bit more, like the food choices or whatever. Well, Mike, I-I've really enjoyed listening to your perspective, and your story a little bit, and it's helped me a lot to get an idea about where you're coming from, and a little bit about who you are, and what's happened in your past. And-and we've also talked a bit about what's going to happen next. And you've come up with some great ideas. What I hear you saying is that, you know, before all this, before you met the GP, things are going fine.Well, as you would of-- As, you know, as you'd seen it, you were just doing your thing, and getting on working, and being busy, and being successful, and then suddenly this diagnosis, this doctor tells you that you've got a problem.
",complex,complex,True,True
data/split/reflection_test_examples/complex/91_21a9c32d-3a5a-48d1-a297-d970513fa6d8.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: Uh, it's part of my life. It's, uh, I started smoking when I was 13, 14 at home. My parents smoked. All of their friends smoked. It was on television. Everybody looked so grand.
Therapist: Mm-hmm.
Client: Uh, smoking and all dressed up and-and fancy clothes and maybe having a drink in their hands and having a nice meal, um, I didn't really think about it. It's just an extension of me, I guess. It's-it's good for my nerves.
Therapist: Right.
Client: I mean, I feel like it is. I know when I've got that package in my pocket, or I know if there- if I'm going through some stress, I say, ""Oh, well, I'll have a cigarette and think this out.""
Therapist: Sure. So, Jean, I want to make sure that I've understood what you've told me of what you find good about smoking. So it helps you calm down. It gives you something to do. It's been part of your image. You know, you feel sophisticated. You feel like a movie style. In fact, the way you talk about it, it seems like that's what it makes you feel like. Is that right?
",complex,complex,True,True
data/split/reflection_test_examples/simple/133_52dd7b4f-a3fd-4d7a-9316-06bba1705348.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: I just told myself I wouldn't this time and then Fiona said, ""You will not"" this time.
Therapist: So you told yourself you wouldn't, so you're once you- you're the sort of guy that once you make a decision you're gonna go, you're staunch with that decision?
Client: Yeah, even if it's the wrong one, yes.
Therapist: Oh, it's a decision whether it's right or wrong-- It's not gonna be-
Client: Yeah, but I'm that kinda guy.
Therapist: Yeah, you're that kinda guy okay, so once you make a decision. So you made a decision that you're not gonna- you're not gonna go back to dealing?
",simple,complex,False,True
data/split/reflection_test_examples/none/63_5a2b1e85-babc-4ad6-8dbf-3fb513f10c94.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: Something else to do on weekends, you know, different social life.
Therapist: How could you get a different social life?
Client: It's the hard thing, I mean, almost everybody I know uses it.
Therapist: Is there anyone in your life who doesn't use methamphetamine?
Client: My sister.
Therapist: Does she-- Have you talked to her about your meth use?
",none,simple,False,True
data/split/reflection_test_examples/none/121_2dc31cb7-c150-4de5-894a-52f2476b9c30.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: Okay.
Therapist: -see what sort of little changes you've managed to make. I'd be really [unintelligible 00:37:07]-
Client: Wha-what are we talking about, sort of few months down the line?
Therapist: It's really up to you. Probably a little bit sooner would be good.
Client: What, in about a month's time?
Therapist: That'd be great.
",none,none,True,True
data/split/reflection_test_examples/complex/85_21b199fd-57fa-4193-9b02-f0dc0f02f9fc.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: Well, I-I ended up in the hospital.
Therapist: What do you think about the hospital?
Client: Don't like that hospital.
Therapist: No.
Client: Uh. [clears throat] I'm not sure that the hospital is worse than the cotton ball, but I don't like it either.
Therapist: So, you'd really like to stay out of that hospital?
",complex,simple,False,True
data/split/reflection_test_examples/none/51_b6343268-d5d0-437a-8db2-d4ff3475d1e1.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Therapist: Tell me what you know about the flu shot?
",none,none,True,True
data/split/reflection_test_examples/simple/60_9f4b276c-5758-4167-96c4-43c9a97abe00.csv,"The following is a snippet from a motivational interviewing conversation. The snippet can have multiple therapist and client utterances. 
Return ""simple"", ""complex"" or ""none"" based on whether the last therapist's utterance  has a simple, complex or no reflection. 
Feel free to return none as the therapist utterance might not have any reflection.

Here are a few examples.

Examples:

Example 1
Client: But-but the wheezing is something that I've definitely noticed a little bit.
Therapist: I guess I also wonder whether, regardless of-of if your asthma symptoms are connected to Oscar, that may be part of you feels like it's worth it because he's been-
Client: Mm-hmm.
Therapist: -such a big part of your life for so long.
Answer: complex

Example 2
Client: Um, I'm just- yeah I just like to have a few drinks. I mean, you know, obviously, I-I have, uh, this diagnosed condition, and-and I think, you know, if I were able to, you know, maybe take a few hits off of the joint and have a couple of beers, I think that's about the same as taking the medicine.
Therapist: Well, you know, what, I-- There are a lot of people that wouldn't disagree with you on that exactly. You know, so, um, uh, but I know that they-they were never quite sure how they were all interacting all together. Like the, um- the weed kind of tends to make people a little paranoid anyway.
Client: Yeah, I-I-I got to be careful with it. If I take more than a hit or two of it, it-it-it can be a bit of a problem.
Therapist: Yeah. Why, what happens if you take a little too much of it?
Answer: none

Example 3
Client: That's a good way to sum it up. And it's-- Well, you understand it, uh, it's just- it's not good.
Therapist: Mm. So, and then you said, you don't like how it makes you act, um, if you can tell me a little bit about that.
Answer: simple

Now, look at this snippet and output one word, which is the correct label for the LAST therapist utterance.","Client: -so I find it like acceptable in that regard.
Therapist: You bond other smokers.
Client: Mm-hmm, yeah.
Therapist: That's very common. I mean, you go where you know, um, no one's gonna look down on you.
Client: Yeah.
Therapist: And you're instant friends.
",simple,simple,True,True
